,city,lat,lon,Walking Score,Address
0,Philadelphia,39.8859,-75.25250000000001,9,VPPX+92 Philadelphia Philadelphia
1,Philadelphia,39.8859,-75.2496,19,8900 Bartram Avenue Philadelphia
2,Philadelphia,39.8859,-75.2467,17,Unnamed Road Eastwick Philadelphia
3,Philadelphia,39.8859,-75.24380000000001,13,8800 Tinicum Boulevard Philadelphia
4,Philadelphia,39.8859,-75.24090000000001,19,Airport Recirculation Road Southwest Philadelphia Philadelphia
5,Philadelphia,39.8859,-75.23800000000001,17,Unnamed Road Southwest Philadelphia Philadelphia
6,Philadelphia,39.8859,-75.2351,18,9200R West King Street Philadelphia
7,Philadelphia,39.8859,-75.2322,18,4522-4546 Island Avenue Philadelphia
8,Philadelphia,39.8859,-75.22930000000001,13,8401 Escort Street Philadelphia
9,Philadelphia,39.8859,-75.22640000000001,1,8300 Executive Avenue Philadelphia
10,Philadelphia,39.8859,-75.2235,1,VQPG+9H Philadelphia Philadelphia
11,Philadelphia,39.8859,-75.2206,1,VQPH+9Q Philadelphia Philadelphia
12,Philadelphia,39.8859,-75.21770000000001,1,8214 Enterprise Avenue Philadelphia
13,Philadelphia,39.8859,-75.21480000000001,0,Delaware Expressway Southwest Philadelphia Philadelphia
14,Philadelphia,39.8859,-75.2119,0,Delaware Expressway Southwest Philadelphia Philadelphia
15,Philadelphia,39.8859,-75.209,0,Delaware Expressway Southwest Philadelphia Philadelphia
16,Philadelphia,39.8859,-75.2061,0,2140 Penrose Avenue Philadelphia
17,Philadelphia,39.8859,-75.20320000000001,0,VQPW+9P Philadelphia Philadelphia
18,Philadelphia,39.8859,-75.20030000000001,0,Unnamed Road Southwest Philadelphia Philadelphia
19,Philadelphia,39.8859,-75.1974,0,Delaware Expressway Southwest Philadelphia Philadelphia
20,Philadelphia,39.8859,-75.1945,1,Unnamed Road South Philadelphia East Philadelphia
21,Philadelphia,39.8859,-75.19160000000001,1,2000 Kitty Hawk Avenue Philadelphia
22,Philadelphia,39.8859,-75.18870000000001,4,South 21st Street South Philadelphia East Philadelphia
23,Philadelphia,39.8859,-75.1858,6,VRP7+9M Philadelphia Philadelphia
24,Philadelphia,39.8859,-75.1829,12,634 South 19th Street Philadelphia
25,Philadelphia,39.8859,-75.18,15,VRPC+92 Philadelphia Philadelphia
26,Philadelphia,39.8859,-75.17710000000001,21,5190R South 16th Street Philadelphia
27,Philadelphia,39.8859,-75.17420000000001,19,1203 Admiral Peary Way Philadelphia
28,Philadelphia,39.8859,-75.1713,13,1113 Admiral Peary Way Philadelphia
29,Philadelphia,39.8859,-75.1684,5,The Riverfront Greenway 79 Philadelphia
30,Philadelphia,39.8859,-75.16550000000001,5,480 Admiral Peary Way Philadelphia
31,Philadelphia,39.8859,-75.16260000000001,5,Shelby Field VRQQ+946 Philadelphia
32,Philadelphia,39.8859,-75.1597,4,Admiral Peary Way South Philadelphia East Philadelphia
33,Philadelphia,39.8859,-75.1568,3,591 Admiral Peary Way Philadelphia
34,Philadelphia,39.8859,-75.15390000000001,2,401-860 Admiral Peary Way Philadelphia
35,Philadelphia,39.8859,-75.15100000000001,1,Admiral Peary Way South Philadelphia East Philadelphia
36,Philadelphia,39.8859,-75.14810000000001,0,Admiral Peary Way South Philadelphia East Philadelphia
37,Philadelphia,39.8859,-75.1452,0,Admiral Peary Way South Philadelphia East Philadelphia
38,Philadelphia,39.8859,-75.1423,0,Admiral Peary Way South Philadelphia East Philadelphia
39,Philadelphia,39.8859,-75.13940000000001,1,1 Mustin Street Philadelphia
40,Philadelphia,39.8859,-75.13650000000001,2,850 Water Street Philadelphia
41,Philadelphia,39.8859,-75.1336,4,850 Water Street Philadelphia
42,Philadelphia,39.8859,-75.1307,11,850 Water Street Philadelphia
43,Philadelphia,39.8859,-75.12780000000001,35,VVPC+9V Gloucester City Philadelphia
44,Philadelphia,39.8859,-75.12490000000001,52,890 Charles Street Philadelphia
45,Philadelphia,39.8859,-75.122,62,541 Brick Street Philadelphia
46,Philadelphia,39.8859,-75.1191,58,29 South Stinson Avenue Philadelphia
47,Philadelphia,39.8859,-75.1162,51,30 Thompson Avenue Philadelphia
48,Philadelphia,39.8859,-75.11330000000001,49,VVPP+9M Gloucester City Philadelphia
49,Philadelphia,39.8859,-75.11040000000001,50,1300 Market Street Philadelphia
50,Philadelphia,39.8859,-75.1075,52,1200 Crescent Boulevard Philadelphia
51,Philadelphia,39.8885,-75.25250000000001,7,8600 Eastwick Avenue Philadelphia
52,Philadelphia,39.8885,-75.2496,18,VQQ2+95 Philadelphia Philadelphia
53,Philadelphia,39.8885,-75.2467,18,8600 Bartram Avenue Philadelphia
54,Philadelphia,39.8885,-75.24380000000001,16,Unnamed Road Eastwick Philadelphia
55,Philadelphia,39.8885,-75.24090000000001,14,Delaware Expressway Southwest Philadelphia Philadelphia
56,Philadelphia,39.8885,-75.23800000000001,19,VQQ6+9Q Philadelphia Philadelphia
57,Philadelphia,39.8885,-75.2351,17,Unnamed Road Southwest Philadelphia Philadelphia
58,Philadelphia,39.8885,-75.2322,19,4509 Island Avenue Philadelphia
59,Philadelphia,39.8885,-75.22930000000001,2,Unnamed Road Southwest Philadelphia Philadelphia
60,Philadelphia,39.8885,-75.22640000000001,2,VQQF+9C Philadelphia Philadelphia
61,Philadelphia,39.8885,-75.2235,2,4800 Penrose Avenue Philadelphia
62,Philadelphia,39.8885,-75.2206,0,Delaware Expressway Southwest Philadelphia Philadelphia
63,Philadelphia,39.8885,-75.21770000000001,0,VQQJ+9W Philadelphia Philadelphia
64,Philadelphia,39.8885,-75.21480000000001,0,Delaware Expressway Southwest Philadelphia Philadelphia
65,Philadelphia,39.8885,-75.2119,0,VQQQ+96 Philadelphia Philadelphia
66,Philadelphia,39.8885,-75.209,0,VQQR+99 Philadelphia Philadelphia
67,Philadelphia,39.8885,-75.2061,0,Delaware Expressway Southwest Philadelphia Philadelphia
68,Philadelphia,39.8885,-75.20320000000001,0,Delaware Expressway Southwest Philadelphia Philadelphia
69,Philadelphia,39.8885,-75.20030000000001,0,Delaware Expressway Southwest Philadelphia Philadelphia
70,Philadelphia,39.8885,-75.1974,0,Delaware Expressway Philadelphia Philadelphia
71,Philadelphia,39.8885,-75.1945,0,Basin Bridge Road South Philadelphia East Philadelphia
72,Philadelphia,39.8885,-75.19160000000001,2,VRQ5+99 Philadelphia Philadelphia
73,Philadelphia,39.8885,-75.18870000000001,6,2100 Kitty Hawk Avenue Philadelphia
74,Philadelphia,39.8885,-75.1858,10,1900 Kitty Hawk Avenue Philadelphia
75,Philadelphia,39.8885,-75.1829,15,635 South 18th Street Philadelphia
76,Philadelphia,39.8885,-75.18,20,1000 South 17th Street Philadelphia
77,Philadelphia,39.8885,-75.17710000000001,23,5000 South Broad Street Philadelphia
78,Philadelphia,39.8885,-75.17420000000001,22,Flagship Dr & 13th St South Philadelphia East Philadelphia
79,Philadelphia,39.8885,-75.1713,19,1113 Admiral Peary Way Philadelphia
80,Philadelphia,39.8885,-75.1684,6,901 Admiral Peary Way Philadelphia
81,Philadelphia,39.8885,-75.16550000000001,7,VRQM+9R Philadelphia Philadelphia
82,Philadelphia,39.8885,-75.16260000000001,7,VRQP+9X Philadelphia Philadelphia
83,Philadelphia,39.8885,-75.1597,6,591 Admiral Peary Way Philadelphia
84,Philadelphia,39.8885,-75.1568,4,VRQV+97 Philadelphia Philadelphia
85,Philadelphia,39.8885,-75.15390000000001,3,VRQW+9C Philadelphia Philadelphia
86,Philadelphia,39.8885,-75.15100000000001,1,Admiral Peary Way South Philadelphia East Philadelphia
87,Philadelphia,39.8885,-75.14810000000001,0,Admiral Peary Way South Philadelphia East Philadelphia
88,Philadelphia,39.8885,-75.1452,0,1 Mustin Street Philadelphia
89,Philadelphia,39.8885,-75.1423,1,1 Mustin Street Philadelphia
90,Philadelphia,39.8885,-75.13940000000001,1,1 Mustin Street Philadelphia
91,Philadelphia,39.8885,-75.13650000000001,3,850 Water Street Philadelphia
92,Philadelphia,39.8885,-75.1336,5,751 Water Street Philadelphia
93,Philadelphia,39.8885,-75.1307,17,VVQ9+9P Gloucester City Philadelphia
94,Philadelphia,39.8885,-75.12780000000001,35,751 Water Street Philadelphia
95,Philadelphia,39.8885,-75.12490000000001,56,750 Charles Street Philadelphia
96,Philadelphia,39.8885,-75.122,62,354 9th Street Philadelphia
97,Philadelphia,39.8885,-75.1191,62,28 Barnard Avenue Philadelphia
98,Philadelphia,39.8885,-75.1162,53,25 North Stinson Avenue Philadelphia
99,Philadelphia,39.8885,-75.11330000000001,51,1051 Market Street Philadelphia
100,Philadelphia,39.8885,-75.11040000000001,54,1317 Market Street Philadelphia
101,Philadelphia,39.8885,-75.1075,49,311.5 Orlando Avenue Philadelphia
102,Philadelphia,39.891099999999994,-75.25250000000001,5,2766 South 86th Street Philadelphia
103,Philadelphia,39.891099999999994,-75.2496,15,8544 Luther Place Philadelphia
104,Philadelphia,39.891099999999994,-75.2467,18,8525 Eastwick Avenue Philadelphia
105,Philadelphia,39.891099999999994,-75.24380000000001,18,8401 Bartram Avenue Philadelphia
106,Philadelphia,39.891099999999994,-75.24090000000001,16,VQR5+9Q Eastwick Philadelphia
107,Philadelphia,39.891099999999994,-75.23800000000001,13,VQR6+CQ Philadelphia Philadelphia
108,Philadelphia,39.891099999999994,-75.2351,20,8206 Island Avenue Philadelphia
109,Philadelphia,39.891099999999994,-75.2322,18,VQR9+C4 Philadelphia Philadelphia
110,Philadelphia,39.891099999999994,-75.22930000000001,2,VQRC+C7 Philadelphia Philadelphia
111,Philadelphia,39.891099999999994,-75.22640000000001,4,7889 Pennsylvania 291 Philadelphia
112,Philadelphia,39.891099999999994,-75.2235,6,Delaware Expressway Southwest Philadelphia Philadelphia
113,Philadelphia,39.891099999999994,-75.2206,4,7800 Penrose Ferry Road Philadelphia
114,Philadelphia,39.891099999999994,-75.21770000000001,1,7800 Penrose Ferry Road Philadelphia
115,Philadelphia,39.891099999999994,-75.21480000000001,0,7990 Penrose Ferry Road Philadelphia
116,Philadelphia,39.891099999999994,-75.2119,0,1 Fort Mifflin Road Philadelphia
117,Philadelphia,39.891099999999994,-75.209,0,1 Fort Mifflin Road Philadelphia
118,Philadelphia,39.891099999999994,-75.2061,0,82 Fort Mifflin Road Philadelphia
119,Philadelphia,39.891099999999994,-75.20320000000001,0,Delaware Expressway Southwest Philadelphia Philadelphia
120,Philadelphia,39.891099999999994,-75.20030000000001,0,Delaware Expressway Southwest Philadelphia Philadelphia
121,Philadelphia,39.891099999999994,-75.1974,0,Girard Point Bridge Delaware Expressway Philadelphia
122,Philadelphia,39.891099999999994,-75.1945,1,1101 Constitution Avenue Philadelphia
123,Philadelphia,39.891099999999994,-75.19160000000001,3,4700 Basin Bridge Road Philadelphia
124,Philadelphia,39.891099999999994,-75.18870000000001,4,Constitution Avenue South Philadelphia East Philadelphia
125,Philadelphia,39.891099999999994,-75.1858,6,2000 Constitution Avenue Philadelphia
126,Philadelphia,39.891099999999994,-75.1829,15,Constitution Avenue Philadelphia Philadelphia
127,Philadelphia,39.891099999999994,-75.18,21,1621 Kitty Hawk Avenue Philadelphia
128,Philadelphia,39.891099999999994,-75.17710000000001,27,2000 Constitution Avenue Philadelphia
129,Philadelphia,39.891099999999994,-75.17420000000001,23,Constitution Av & 13th St South Philadelphia East Philadelphia
130,Philadelphia,39.891099999999994,-75.1713,22,VRRH+CF Philadelphia Philadelphia
131,Philadelphia,39.891099999999994,-75.1684,9,532 Kitty Hawk Avenue Philadelphia
132,Philadelphia,39.891099999999994,-75.16550000000001,10,League Island Blvd. & Kitty Hawk Ave. South Philadelphia East Philadelphia
133,Philadelphia,39.891099999999994,-75.16260000000001,8,895 Kitty Hawk Avenue Philadelphia
134,Philadelphia,39.891099999999994,-75.1597,7,VRRR+C4 Philadelphia Philadelphia
135,Philadelphia,39.891099999999994,-75.1568,6,51 Mustin Street Philadelphia
136,Philadelphia,39.891099999999994,-75.15390000000001,4,895 Kitty Hawk Avenue Philadelphia
137,Philadelphia,39.891099999999994,-75.15100000000001,2,VRRX+CJ Philadelphia Philadelphia
138,Philadelphia,39.891099999999994,-75.14810000000001,1,Mustin Street South Philadelphia East Philadelphia
139,Philadelphia,39.891099999999994,-75.1452,1,1 Mustin Street Philadelphia
140,Philadelphia,39.891099999999994,-75.1423,1,VVR5+C3 Philadelphia Philadelphia
141,Philadelphia,39.891099999999994,-75.13940000000001,2,1 Mustin Street Philadelphia
142,Philadelphia,39.891099999999994,-75.13650000000001,6,Kitty Hawk Avenue South Philadelphia East Philadelphia
143,Philadelphia,39.891099999999994,-75.1336,14,601-665 Water Street Philadelphia
144,Philadelphia,39.891099999999994,-75.1307,27,651 Water Street Philadelphia
145,Philadelphia,39.891099999999994,-75.12780000000001,37,651 Water Street Philadelphia
146,Philadelphia,39.891099999999994,-75.12490000000001,66,605 Jersey Avenue Philadelphia
147,Philadelphia,39.891099999999994,-75.122,70,741 Division Street Philadelphia
148,Philadelphia,39.891099999999994,-75.1191,69,818 Market Street Philadelphia
149,Philadelphia,39.891099999999994,-75.1162,65,549 County Road 551 Philadelphia
150,Philadelphia,39.891099999999994,-75.11330000000001,62,408 South Johnson Boulevard Philadelphia
151,Philadelphia,39.891099999999994,-75.11040000000001,57,6 Klemm Avenue Philadelphia
152,Philadelphia,39.891099999999994,-75.1075,50,419 Highland Boulevard Philadelphia
153,Philadelphia,39.893699999999995,-75.25250000000001,5,2736 South 86th Street Philadelphia
154,Philadelphia,39.893699999999995,-75.2496,5,VQV2+F5 Philadelphia Philadelphia
155,Philadelphia,39.893699999999995,-75.2467,19,8401 Crane Street Philadelphia
156,Philadelphia,39.893699999999995,-75.24380000000001,16,VQV4+FF Philadelphia Philadelphia
157,Philadelphia,39.893699999999995,-75.24090000000001,23,8201 Bartram Avenue Philadelphia
158,Philadelphia,39.893699999999995,-75.23800000000001,27,8201 Tinicum Boulevard Philadelphia
159,Philadelphia,39.893699999999995,-75.2351,27,VQV7+FX Philadelphia Philadelphia
160,Philadelphia,39.893699999999995,-75.2322,17,VQV9+F4 Philadelphia Philadelphia
161,Philadelphia,39.893699999999995,-75.22930000000001,16,Terminal A 8500 Philadelphia
162,Philadelphia,39.893699999999995,-75.22640000000001,13,Bartram Avenue Eastwick Philadelphia
163,Philadelphia,39.893699999999995,-75.2235,9,VQVG+FH Philadelphia Philadelphia
164,Philadelphia,39.893699999999995,-75.2206,6,7800 Penrose Ferry Road Philadelphia
165,Philadelphia,39.893699999999995,-75.21770000000001,3,7800 Penrose Ferry Road Philadelphia
166,Philadelphia,39.893699999999995,-75.21480000000001,0,VQVP+F3 Philadelphia Philadelphia
167,Philadelphia,39.893699999999995,-75.2119,0,VQVQ+F6 Philadelphia Philadelphia
168,Philadelphia,39.893699999999995,-75.209,0,4925 Fort Mifflin Road Philadelphia
169,Philadelphia,39.893699999999995,-75.2061,0,4925 Fort Mifflin Road Philadelphia
170,Philadelphia,39.893699999999995,-75.20320000000001,0,3406 Penrose Avenue Philadelphia
171,Philadelphia,39.893699999999995,-75.20030000000001,0,Girard Point Bridge Delaware Expressway Philadelphia
172,Philadelphia,39.893699999999995,-75.1974,0,VRV3+F2 Philadelphia Philadelphia
173,Philadelphia,39.893699999999995,-75.1945,2,VRV4+F6 Philadelphia Philadelphia
174,Philadelphia,39.893699999999995,-75.19160000000001,3,6800-6832 Basin Bridge Road Philadelphia
175,Philadelphia,39.893699999999995,-75.18870000000001,2,1028 South 26th Street Philadelphia
176,Philadelphia,39.893699999999995,-75.1858,3,2003 Constitution Avenue Philadelphia
177,Philadelphia,39.893699999999995,-75.1829,11,1601 Langley Avenue Philadelphia
178,Philadelphia,39.893699999999995,-75.18,19,4701 South 16th Street Philadelphia
179,Philadelphia,39.893699999999995,-75.17710000000001,29,4700 South Broad Street Philadelphia
180,Philadelphia,39.893699999999995,-75.17420000000001,29,Intrepid Avenue South Philadelphia East Philadelphia
181,Philadelphia,39.893699999999995,-75.1713,26,Central Green Central Green Philadelphia
182,Philadelphia,39.893699999999995,-75.1684,15,351 Rouse Boulevard Philadelphia
183,Philadelphia,39.893699999999995,-75.16550000000001,13,4751 League Island Boulevard Philadelphia
184,Philadelphia,39.893699999999995,-75.16260000000001,11,VRVP+FX Philadelphia Philadelphia
185,Philadelphia,39.893699999999995,-75.1597,11,VRVR+F4 Philadelphia Philadelphia
186,Philadelphia,39.893699999999995,-75.1568,10,2 Mustin Street Philadelphia
187,Philadelphia,39.893699999999995,-75.15390000000001,8,VRVW+FC Philadelphia Philadelphia
188,Philadelphia,39.893699999999995,-75.15100000000001,6,895 Kitty Hawk Avenue Philadelphia
189,Philadelphia,39.893699999999995,-75.14810000000001,3,895 Kitty Hawk Avenue Philadelphia
190,Philadelphia,39.893699999999995,-75.1452,2,890 Kitty Hawk Avenue Philadelphia
191,Philadelphia,39.893699999999995,-75.1423,2,890 Kitty Hawk Avenue Philadelphia
192,Philadelphia,39.893699999999995,-75.13940000000001,4,124 South Pier Philadelphia
193,Philadelphia,39.893699999999995,-75.13650000000001,11,Kitty Hawk Avenue South Philadelphia East Philadelphia
194,Philadelphia,39.893699999999995,-75.1336,22,699-601 6th Street Philadelphia
195,Philadelphia,39.893699999999995,-75.1307,42,VVV9+FP Gloucester City Philadelphia
196,Philadelphia,39.893699999999995,-75.12780000000001,57,316 Water Street Philadelphia
197,Philadelphia,39.893699999999995,-75.12490000000001,71,424 Hunter Street Philadelphia
198,Philadelphia,39.893699999999995,-75.122,77,611 Powell Street Philadelphia
199,Philadelphia,39.893699999999995,-75.1191,76,56 South Railroad Avenue Philadelphia
200,Philadelphia,39.893699999999995,-75.1162,71,913 Somerset Street Philadelphia
201,Philadelphia,39.893699999999995,-75.11330000000001,65,32 North Johnson Boulevard Philadelphia
202,Philadelphia,39.893699999999995,-75.11040000000001,41,23 Temple Avenue Philadelphia
203,Philadelphia,39.893699999999995,-75.1075,27,68 Haverford Avenue Philadelphia
204,Philadelphia,39.8963,-75.25250000000001,20,8400 Lindbergh Boulevard Philadelphia
205,Philadelphia,39.8963,-75.2496,13,8401 Lyons Place Philadelphia
206,Philadelphia,39.8963,-75.2467,8,2801 South 84th Street Philadelphia
207,Philadelphia,39.8963,-75.24380000000001,24,8140 Pontiac Avenue Philadelphia
208,Philadelphia,39.8963,-75.24090000000001,46,3400 Island Avenue Philadelphia
209,Philadelphia,39.8963,-75.23800000000001,27,Island Avenue Eastwick Philadelphia
210,Philadelphia,39.8963,-75.2351,19,7831 Bartram Avenue Philadelphia
211,Philadelphia,39.8963,-75.2322,21,7800 Holstein Avenue Philadelphia
212,Philadelphia,39.8963,-75.22930000000001,16,7791 Essington Avenue Philadelphia
213,Philadelphia,39.8963,-75.22640000000001,16,VQWF+GC Philadelphia Philadelphia
214,Philadelphia,39.8963,-75.2235,9,VQWG+GH Philadelphia Philadelphia
215,Philadelphia,39.8963,-75.2206,2,VQWH+GQ Philadelphia Philadelphia
216,Philadelphia,39.8963,-75.21770000000001,2,Mingo Avenue Eastwick Philadelphia
217,Philadelphia,39.8963,-75.21480000000001,1,6989 Penrose Avenue Philadelphia
218,Philadelphia,39.8963,-75.2119,0,7992 Penrose Ferry Road Philadelphia
219,Philadelphia,39.8963,-75.209,0,7415 Penrose Ferry Road Philadelphia
220,Philadelphia,39.8963,-75.2061,0,3406 Penrose Avenue Philadelphia
221,Philadelphia,39.8963,-75.20320000000001,1,VQWW+GP Philadelphia Philadelphia
222,Philadelphia,39.8963,-75.20030000000001,1,2600 Penrose Ferry Road Philadelphia
223,Philadelphia,39.8963,-75.1974,2,2604 Penrose Ferry Road Philadelphia
224,Philadelphia,39.8963,-75.1945,3,4300 South 26th Street Philadelphia
225,Philadelphia,39.8963,-75.19160000000001,4,26th St & Tastykake - 2 South Philadelphia East Philadelphia
226,Philadelphia,39.8963,-75.18870000000001,2,2500 League Island Boulevard Philadelphia
227,Philadelphia,39.8963,-75.1858,10,VRW7+GM Philadelphia Philadelphia
228,Philadelphia,39.8963,-75.1829,18,542 Langley Avenue Philadelphia
229,Philadelphia,39.8963,-75.18,22,Suite 300 300 Philadelphia
230,Philadelphia,39.8963,-75.17710000000001,26,1413 Langley Avenue Philadelphia
231,Philadelphia,39.8963,-75.17420000000001,29,3 Crescent Drive Philadelphia
232,Philadelphia,39.8963,-75.1713,25,Intrepid Avenue South Philadelphia East Philadelphia
233,Philadelphia,39.8963,-75.1684,19,League Island Boulevard South Philadelphia East Philadelphia
234,Philadelphia,39.8963,-75.16550000000001,18,4701 League Island Boulevard Philadelphia
235,Philadelphia,39.8963,-75.16260000000001,19,Unnamed Road South Philadelphia East Philadelphia
236,Philadelphia,39.8963,-75.1597,19,Delaware Expressway South Philadelphia East Philadelphia
237,Philadelphia,39.8963,-75.1568,20,4401 South Broad Street Philadelphia
238,Philadelphia,39.8963,-75.15390000000001,18,4401 South Broad Street Philadelphia
239,Philadelphia,39.8963,-75.15100000000001,14,895 Kitty Hawk Avenue Philadelphia
240,Philadelphia,39.8963,-75.14810000000001,8,895 Kitty Hawk Avenue Philadelphia
241,Philadelphia,39.8963,-75.1452,5,VVW3+GW Philadelphia Philadelphia
242,Philadelphia,39.8963,-75.1423,4,VVW5+G3 Philadelphia Philadelphia
243,Philadelphia,39.8963,-75.13940000000001,6,124 South Pier Philadelphia
244,Philadelphia,39.8963,-75.13650000000001,9,Unnamed Road South Philadelphia East Philadelphia
245,Philadelphia,39.8963,-75.1336,21,72-2 Water Street Philadelphia
246,Philadelphia,39.8963,-75.1307,41,225 South King Street Philadelphia
247,Philadelphia,39.8963,-75.12780000000001,44,213 South King Street Philadelphia
248,Philadelphia,39.8963,-75.12490000000001,74,312 Ridgeway Street Philadelphia
249,Philadelphia,39.8963,-75.122,78,430 Somerset Street Philadelphia
250,Philadelphia,39.8963,-75.1191,77,528 Bergen Street Philadelphia
251,Philadelphia,39.8963,-75.1162,70,100 North Brown Street Philadelphia
252,Philadelphia,39.8963,-75.11330000000001,65,100 North Johnson Boulevard Philadelphia
253,Philadelphia,39.8963,-75.11040000000001,26,10 Rutgers Avenue Philadelphia
254,Philadelphia,39.8963,-75.1075,22,41 Harvard Avenue Philadelphia
255,Philadelphia,39.8989,-75.25250000000001,27,8305-7 Lindbergh Boulevard Philadelphia
256,Philadelphia,39.8989,-75.2496,22,8200 Lindbergh Boulevard Philadelphia
257,Philadelphia,39.8989,-75.2467,27,8117 Lyons Avenue Philadelphia
258,Philadelphia,39.8989,-75.24380000000001,36,8034 Brunswick Avenue Philadelphia
259,Philadelphia,39.8989,-75.24090000000001,59,2946 Island Avenue Philadelphia
260,Philadelphia,39.8989,-75.23800000000001,48,3501 Island Avenue Philadelphia
261,Philadelphia,39.8989,-75.2351,16,3240 South 78th Street Philadelphia
262,Philadelphia,39.8989,-75.2322,22,78 Holstein Avenue Philadelphia
263,Philadelphia,39.8989,-75.22930000000001,19,VQXC+H7 Philadelphia Philadelphia
264,Philadelphia,39.8989,-75.22640000000001,18,7601 Essington Avenue Philadelphia
265,Philadelphia,39.8989,-75.2235,12,6900 Essington Avenue Philadelphia
266,Philadelphia,39.8989,-75.2206,4,VQXH+HQ Philadelphia Philadelphia
267,Philadelphia,39.8989,-75.21770000000001,1,Mingo Avenue Eastwick Philadelphia
268,Philadelphia,39.8989,-75.21480000000001,1,Mingo Avenue Eastwick Philadelphia
269,Philadelphia,39.8989,-75.2119,1,4044 Penrose Avenue Philadelphia
270,Philadelphia,39.8989,-75.209,0,VQXR+H9 Philadelphia Philadelphia
271,Philadelphia,39.8989,-75.2061,0,VQXV+HH Philadelphia Philadelphia
272,Philadelphia,39.8989,-75.20320000000001,1,3404 Penrose Avenue Philadelphia
273,Philadelphia,39.8989,-75.20030000000001,1,3404 Penrose Avenue Philadelphia
274,Philadelphia,39.8989,-75.1974,2,2700 Penrose Avenue Philadelphia
275,Philadelphia,39.8989,-75.1945,3,4050 South 26th Street Philadelphia
276,Philadelphia,39.8989,-75.19160000000001,3,3958 Gateway Drive Philadelphia
277,Philadelphia,39.8989,-75.18870000000001,2,170 South 26th Street Philadelphia
278,Philadelphia,39.8989,-75.1858,11,2051 Government Avenue Philadelphia
279,Philadelphia,39.8989,-75.1829,14,Delaware Expressway South Philadelphia West Philadelphia
280,Philadelphia,39.8989,-75.18,16,VRXC+H2 Philadelphia Philadelphia
281,Philadelphia,39.8989,-75.17710000000001,26,VRXF+H5 Philadelphia Philadelphia
282,Philadelphia,39.8989,-75.17420000000001,30,South 11th Street South Philadelphia Philadelphia
283,Philadelphia,39.8989,-75.1713,32,Delaware Expressway South Philadelphia East Philadelphia
284,Philadelphia,39.8989,-75.1684,31,VRXJ+HJ Philadelphia Philadelphia
285,Philadelphia,39.8989,-75.16550000000001,26,3898 South Darien Street Philadelphia
286,Philadelphia,39.8989,-75.16260000000001,25,VRXP+HX Philadelphia Philadelphia
287,Philadelphia,39.8989,-75.1597,26,3702 South Lawrence Street Philadelphia
288,Philadelphia,39.8989,-75.1568,25,3666 South 3rd Street Philadelphia
289,Philadelphia,39.8989,-75.15390000000001,23,3650 South 3rd Street Philadelphia
290,Philadelphia,39.8989,-75.15100000000001,19,138 Pattison Avenue Philadelphia
291,Philadelphia,39.8989,-75.14810000000001,12,3565-3505 South Christopher Columbus Boulevard Philadelphia
292,Philadelphia,39.8989,-75.1452,8,Unnamed Road South Philadelphia East Philadelphia
293,Philadelphia,39.8989,-75.1423,7,3400 South Christopher Columbus Boulevard Philadelphia
294,Philadelphia,39.8989,-75.13940000000001,7,3599-3461 South Delaware Avenue Philadelphia
295,Philadelphia,39.8989,-75.13650000000001,10,Unnamed Road South Philadelphia East Philadelphia
296,Philadelphia,39.8989,-75.1336,19,Unnamed Road South Philadelphia East Philadelphia
297,Philadelphia,39.8989,-75.1307,32,101 South King Street Philadelphia
298,Philadelphia,39.8989,-75.12780000000001,35,101 South King Street Philadelphia
299,Philadelphia,39.8989,-75.12490000000001,74,12 North King Street Philadelphia
300,Philadelphia,39.8989,-75.122,77,321 Hudson Street Philadelphia
301,Philadelphia,39.8989,-75.1191,75,509 Middlesex Street Philadelphia
302,Philadelphia,39.8989,-75.1162,67,VVXM+HG Gloucester City Philadelphia
303,Philadelphia,39.8989,-75.11330000000001,62,401 North Johnson Boulevard Philadelphia
304,Philadelphia,39.8989,-75.11040000000001,19,North-South Freeway Gloucester City Philadelphia
305,Philadelphia,39.8989,-75.1075,27,417 Lehigh Avenue Philadelphia
306,Philadelphia,39.9015,-75.25250000000001,24,8125 Angelo Place Philadelphia
307,Philadelphia,39.9015,-75.2496,50,8055 Lindbergh Boulevard Philadelphia
308,Philadelphia,39.9015,-75.2467,62,8014 Grovers Avenue Philadelphia
309,Philadelphia,39.9015,-75.24380000000001,53,3002 Mario Lanza Boulevard Philadelphia
310,Philadelphia,39.9015,-75.24090000000001,68,2946 Island Avenue Philadelphia
311,Philadelphia,39.9015,-75.23800000000001,63,3125 Island Avenue Philadelphia
312,Philadelphia,39.9015,-75.2351,30,5814 Marion Street Philadelphia
313,Philadelphia,39.9015,-75.2322,23,3201 South 76th Street Philadelphia
314,Philadelphia,39.9015,-75.22930000000001,27,7546 Holstein Avenue Philadelphia
315,Philadelphia,39.9015,-75.22640000000001,19,7075 Essington Avenue Philadelphia
316,Philadelphia,39.9015,-75.2235,19,WQ2G+HH Philadelphia Philadelphia
317,Philadelphia,39.9015,-75.2206,11,WQ2H+HQ Philadelphia Philadelphia
318,Philadelphia,39.9015,-75.21770000000001,4,WQ2J+HW Philadelphia Philadelphia
319,Philadelphia,39.9015,-75.21480000000001,3,3409 Penrose Avenue Philadelphia
320,Philadelphia,39.9015,-75.2119,2,WQ2Q+H6 Philadelphia Philadelphia
